customer_id,full_name,phone_number,email_address,city_id,current_address,annual_income,cibil_score,employemnet_type,employer_name,date_of_birth,gender,eduction_level
1346,Avi Dhar,919323664853,avi.dhar665@yahoo.com,1001,45/684 Sabharwal Road Ramgarh-036640,1365545,641,Private Employee,TCS,01-06-1999,Male,Bachelors
1347,Bhavini Sankaran,918460758612,bhavini.sankaran595@outlook.com,1005,"57/37, Joshi Circle Raichur-572927",334438.9375,571,Self Employed,Self Employed,18-07-1997,Female,Bachelors
1348,Kamala Chawla,918338369533,kamala.chawla946@yahoo.com,1024,"02/915, Pillay Circle, Ujjain-324165",493186.125,643,Private Employee,Accenture,11-12-1996,Female,Masters
1349,Bhavya Palan,917125549456,bhavya.palan533@yahoo.com,1009,"66/07, Mital Ganj, Yamunanagar 462159",589869.625,632,Self Employed,Independent Contractor,19-04-1999,Female,Masters
1350,Pranav Mander,919417232763,pranav.mander18@yahoo.com,1008,H.No. 91 Bhatt Marg Delhi 022181,1553246.625,760,Self Employed,Independent Contractor,13-10-1999,Male,Bachelors
1351,Samaksh Bora,919600569086,samaksh.bora39@hotmail.com,1022,"447, Bhardwaj Marg, Kishanganj 774029",998448.8125,727,Business Owner,Trading Company,12-08-2002,Male,Diploma
1352,Edhitha Wason,917896725237,edhitha.wason259@outlook.com,1017,"33/026 Balan Path, Gaya-836677",122486.2188,514,Student,Internship,03-12-1993,Female,Bachelors
1353,Diya Purohit,918020787854,diya.purohit774@yahoo.com,1011,"10 Munshi Street, New Delhi-202223",1546039.5,753,Business Owner,Trading Company,06-08-2002,Female,Masters
1354,Krish Baral,918448155664,krish.baral230@gmail.com,1022,"76/836, Parmar Chowk Bareilly 791524",472321.8438,679,Government Employee,Public Sector Bank,06-10-2004,Male,Bachelors
1355,Lakshit Raval,918908990299,lakshit.raval767@outlook.com,1007,H.No. 09 Kakar Street Etawah 746564,1540227,734,Private Employee,Wipro,28-01-1999,Male,Bachelors
1356,Ekaraj Puri,917715176317,ekaraj.puri913@yahoo.com,1025,"63/72, Kamdar Marg Tezpur 695592",504261.375,827,Government Employee,Ministry of Education,20-05-1998,Male,Bachelors
1357,Gavin Sunder,917719024898,gavin.sunder432@gmail.com,1026,"H.No. 14 Bath, Thrissur-025513",658437.3125,841,Government Employee,Railway Department,22-12-1995,Male,Bachelors
1358,Lopa Mani,918790812225,lopa.mani839@gmail.com,1023,"22 Wason Circle, Chapra 473314",492110.8438,614,Private Employee,Amazon,19-09-1998,Female,Diploma
1359,Radha Majumdar,918945828772,radha.majumdar564@hotmail.com,1014,"H.No. 74, Hora, Secunderabad-149788",1234795.125,708,Government Employee,ISRO,23-03-2000,Female,Bachelors
1360,Vidhi Nadig,918789172541,vidhi.nadig326@hotmail.com,1001,"040, Nagy Latur-766183",740294.0625,721,Private Employee,Tech Solutions Ltd,09-09-2001,Female,Bachelors
1361,Atharv Wadhwa,918315612534,atharv.wadhwa159@hotmail.com,1025,"H.No. 187, Chada Ganj, Tiruppur 511436",1065223.75,819,Business Owner,Trading Company,05-02-1999,Male,Bachelors
1362,Wridesh Warrior,917513361793,wridesh.warrior449@gmail.com,1005,"10/781, Shan Circle, Ranchi-856425",864275.625,625,Self Employed,Self Employed,13-03-2001,Male,Bachelors
1363,Vasana Bera,917045416982,vasana.bera814@yahoo.com,1029,"693, Bora Ganj, Firozabad-306002",1117770.125,799,Business Owner,Own Business,17-11-1994,Female,Masters
1364,Indali Bhagat,919249260306,indali.bhagat196@gmail.com,1023,H.No. 50 Devi Path Tumkur-142066,107203.3984,525,Student,Not Applicable,16-05-1999,Female,Masters
1365,Wakeeta Bansal,917077334113,wakeeta.bansal87@gmail.com,1011,H.No. 459 Dhar Bareilly 633822,1192721.625,695,Private Employee,IBM,22-09-1995,Female,Masters
1366,Ekanta Deshpande,917441401205,ekanta.deshpande376@yahoo.com,1006,"H.No. 539, Gour Street, Nashik 620190",1454941.375,811,Government Employee,Ministry of Education,04-12-1993,Female,Bachelors
1367,Baljiwan Comar,918601980236,baljiwan.comar750@hotmail.com,1018,43/39 Hans Zila Akola-286132,311637.3125,591,Self Employed,Independent Contractor,16-01-2004,Male,Bachelors
1368,Jairaj Kumar,919450922693,jairaj.kumar948@gmail.com,1002,"45/234 Tella Street, Bihar Sharif 976024",957595.4375,618,Private Employee,TCS,14-05-2003,Male,Masters
1369,Tanveer Sanghvi,919856684849,tanveer.sanghvi296@hotmail.com,1012,095 Sarkar Ganj Bhalswa Jahangir Pur-498529,269805.6875,612,Self Employed,Self Employed,18-08-1994,Male,Masters
1370,Warinder Kata,919021503495,warinder.kata374@hotmail.com,1025,"H.No. 526 Prabhakar Marg, Phusro 476253",427643.75,562,Private Employee,IBM,20-11-2004,Male,Masters
1371,Yashodhara Bhat,918092660809,yashodhara.bhat852@yahoo.com,1005,"H.No. 14 Pingle Chowk, Kulti-952474",1096811.625,884,Government Employee,Railway Department,28-04-2003,Female,Bachelors
1372,Shravya Saraf,917907050587,shravya.saraf452@outlook.com,1001,"H.No. 38, Reddy, Gangtok 324367",577696.0625,669,Private Employee,TCS,06-11-2003,Female,Diploma
1373,Forum Mishra,918907560574,forum.mishra809@hotmail.com,1024,12 Sahota Chowk Motihari 543468,665375.5,695,Government Employee,Public Sector Bank,08-04-1994,Female,Masters
1374,Omya Tella,918475342916,omya.tella509@gmail.com,1006,"90/616, Din Circle, Buxar-939981",2078975.75,577,Self Employed,Freelance Consultant,04-09-1999,Female,Bachelors
1375,Sarthak Char,918171968399,sarthak.char603@gmail.com,1013,"81/168, Shenoy Ganj, Bhopal 073726",888030.3125,615,Private Employee,TCS,17-06-2005,Male,Bachelors
1376,Bhanumati Sinha,919426387775,bhanumati.sinha633@hotmail.com,1020,"H.No. 489, Subramaniam Marg Miryalaguda-649312",248667.7344,624,Private Employee,Accenture,06-07-2001,Female,Bachelors
1377,Divya Mangal,917500621398,divya.mangal93@gmail.com,1023,"47/62, Mall Path, Adoni-645633",507855.5938,619,Private Employee,Microsoft,11-04-2005,Female,PhD
1378,Chatura Sharma,919561751681,chatura.sharma228@yahoo.com,1008,H.No. 369 Tiwari Road Bhubaneswar-664971,1176144,720,Self Employed,Self Employed,14-05-2001,Male,Bachelors
1379,Tara Seth,919795312431,tara.seth282@gmail.com,1013,83/353 Choudhry Vasai-Virar 125901,898872.9375,738,Private Employee,TCS,22-09-1994,Female,Diploma
1380,Sai Koshy,918438584152,sai.koshy872@outlook.com,1015,"H.No. 333, Magar Road, Fatehpur 734814",1118744.5,739,Private Employee,IBM,09-07-2003,Male,Masters
1381,Arin Lanka,917605188002,arin.lanka992@gmail.com,1025,"H.No. 679, Barad Ganj Chandrapur 160499",1208813.875,832,Business Owner,Family Business,28-09-2002,Male,Bachelors
1382,Chakrika Bakshi,918957075770,chakrika.bakshi982@gmail.com,1014,20/288 Sahni Marg Sambhal 199034,352398.5313,615,Private Employee,Tech Solutions Ltd,18-12-2002,Female,Masters
1383,Eshana Dara,919299247826,eshana.dara49@outlook.com,1006,54/84 Bhasin Street Imphal-160791,1250635.375,752,Business Owner,Family Business,26-08-2003,Female,PhD
1384,Xavier Chaudhry,919532657511,xavier.chaudhry555@hotmail.com,1007,H.No. 157 Chadha Zila Bhiwandi-219402,2796585,769,Business Owner,Family Business,28-08-1999,Male,Bachelors
1385,Nidra Shetty,919621547785,nidra.shetty949@yahoo.com,1004,"81/41, Deo Zila Dewas 271936",3761929.5,690,Business Owner,Trading Company,09-09-1998,Female,Diploma
1386,Wazir Uppal,919849660375,wazir.uppal66@yahoo.com,1014,"46 Bora Ganj, Begusarai 074916",581431.875,690,Private Employee,IBM,23-01-1999,Male,Bachelors
1387,Darsh Mangat,919055214926,darsh.mangat619@yahoo.com,1002,"21/540, Khanna Zila Thanjavur-506962",1840915.125,744,Private Employee,Amazon,01-10-2001,Male,Masters
1388,Sara Bhavsar,918030759452,sara.bhavsar889@gmail.com,1027,"H.No. 52 Gill Path, Bijapur-025471",148099.4375,566,Student,Part-time Work,03-02-1999,Female,Bachelors
1389,Vidhi Majumdar,917560649271,vidhi.majumdar461@outlook.com,1029,"94 Kant Circle, Ludhiana 195675",1771461.375,672,Government Employee,State Government,09-10-1998,Female,Bachelors
1390,Sai Joshi,918777499553,sai.joshi651@yahoo.com,1005,"42/27 Shah Zila, Pali 256504",1993488.5,735,Self Employed,Freelance Consultant,06-11-2000,Male,Bachelors
1391,Sai Anand,919334771502,sai.anand716@gmail.com,1005,"01/441, Ahluwalia Ganj, Danapur-240871",950693.875,615,Private Employee,Tech Solutions Ltd,28-04-1999,Female,Masters
1392,Aarnav Aggarwal,918283369156,aarnav.aggarwal356@outlook.com,1010,"90/41 Deshmukh Chowk, Chennai-623811",408408.2188,509,Self Employed,Independent Contractor,18-08-2001,Male,Bachelors
1393,Parth Edwin,919699295733,parth.edwin876@yahoo.com,1017,"822, Dubey Street Ahmedabad-752835",654172.875,555,Self Employed,Freelance Consultant,11-07-1998,Male,Bachelors
1394,Manthan Balay,919634759537,manthan.balay280@hotmail.com,1007,H.No. 084 D’Alia Chowk Serampore 135053,812143.875,835,Government Employee,DRDO,23-09-2003,Male,Diploma
1395,Odika Savant,917154633202,odika.savant337@yahoo.com,1026,"89/206, Dalal Road Unnao-978302",1869178.125,840,Business Owner,Own Business,17-09-1995,Female,Bachelors
1396,Abhiram Bora,917719780744,abhiram.bora215@yahoo.com,1015,H.No. 945 Mitra Ganj Pudukkottai 281447,918317.75,668,Government Employee,Ministry of Education,27-03-2003,Male,Bachelors
1397,Tara Sha,918671596829,tara.sha140@hotmail.com,1008,"02/18, Kapoor Circle, Kharagpur 578037",110806.2578,686,Student,Internship,14-09-1999,Female,Masters
1398,Devika Dhingra,919172475907,devika.dhingra935@hotmail.com,1002,"97/436, Atwal Bathinda 575994",1632709.75,801,Government Employee,Public Sector Bank,05-08-1995,Female,Masters
1399,Aishani Mall,919719982763,aishani.mall356@outlook.com,1026,"96, Bawa Secunderabad-898606",359528.9375,743,Private Employee,Tech Solutions Ltd,24-02-2000,Female,Bachelors
1400,Bhavna Bava,917156983957,bhavna.bava58@outlook.com,1026,"73 Sethi Ganj, Serampore-016527",829304.8125,699,Private Employee,Microsoft,21-04-1995,Female,Bachelors
1401,Triya Chander,917543587330,triya.chander175@outlook.com,1004,81/498 Dey Nagar Muzaffarnagar-843769,1879194.375,675,Private Employee,Tech Solutions Ltd,16-10-2004,Female,Diploma
1402,Faris Rao,918469664631,faris.rao346@outlook.com,1015,"H.No. 77 Naidu Street, Katihar 232423",602536.8125,580,Self Employed,Freelance Consultant,06-12-1997,Male,Masters
1403,Matthew Vala,917296999187,matthew.vala369@hotmail.com,1022,"H.No. 17, Morar Street Bathinda 369158",325401.8125,700,Government Employee,ISRO,15-08-2002,Male,Masters
1404,Pallavi Murty,918632575618,pallavi.murty624@gmail.com,1011,"06/27 Radhakrishnan, Ujjain-257033",830096,774,Private Employee,IBM,15-11-1999,Female,Higher Secondary
1405,Janya Dhawan,917765860559,janya.dhawan639@gmail.com,1021,"H.No. 23 Nagy Zila, Loni 304029",641462.5625,591,Self Employed,Independent Contractor,09-11-2001,Female,Bachelors
1406,Urishilla Ramanathan,918027149689,urishilla.ramanathan694@outlook.com,1025,"21, Merchant Chowk Ghaziabad-204167",456413.0625,723,Business Owner,Family Business,15-09-1998,Female,Masters
1407,Hema Dar,917886176238,hema.dar61@gmail.com,1019,"26/69, Soman Ganj, Tenali 250313",510839.7813,718,Private Employee,Wipro,09-07-1995,Female,Diploma
1408,Farhan Tella,919142325579,farhan.tella94@hotmail.com,1008,50/22 Sahota Nagar Bhimavaram 193335,751522.9375,839,Government Employee,State Government,19-04-1996,Male,Masters
1409,Isaiah Suri,919322882031,isaiah.suri690@gmail.com,1020,"00/00, Om Street, Navi Mumbai-225647",490322.4375,798,Government Employee,Ministry of Education,18-07-1998,Male,Bachelors
1410,Azad Varkey,919731117944,azad.varkey672@hotmail.com,1004,"40/79 Dhar, Mumbai 532316",750866.25,554,Self Employed,Freelance Consultant,09-08-1996,Male,Bachelors
1411,Vinaya Shroff,919496948153,vinaya.shroff684@outlook.com,1008,H.No. 64 Mani Chowk Raiganj 194539,763591.625,692,Private Employee,Microsoft,13-06-1994,Female,Higher Secondary
1412,Damini Buch,919785450742,damini.buch246@hotmail.com,1027,"66 Bhardwaj Path, Belgaum-612092",560215.0625,718,Government Employee,State Government,20-06-2002,Female,Masters
1413,Caleb Nagi,917963172842,caleb.nagi640@outlook.com,1009,"19, Dugal Nagar, Sambalpur-167870",1182899,710,Government Employee,State Government,10-02-2000,Male,Masters
1414,Reyansh Sridhar,919771274938,reyansh.sridhar513@yahoo.com,1014,"H.No. 32, Issac Street, Amravati-921268",1389972.5,817,Private Employee,Infosys,12-11-2004,Male,Bachelors
1415,Meghana Vala,918270672655,meghana.vala328@yahoo.com,1013,"711 Doshi Road, Nellore 003753",485274.0938,792,Government Employee,Ministry of Education,20-02-1994,Female,PhD
1416,Falan Kohli,919202849515,falan.kohli749@yahoo.com,1027,"465, Thakkar Nadiad 278417",470792.9063,686,Government Employee,Railway Department,05-11-2005,Male,Higher Secondary
1417,Harrison Taneja,918221975589,harrison.taneja900@outlook.com,1014,"15/38 Barman Street, Navi Mumbai-065266",1446912.5,820,Business Owner,Own Business,22-06-2004,Male,Masters
1418,Madhav Gour,919473362228,madhav.gour257@gmail.com,1030,"512 Goswami Chowk, Satna-337565",775661.8125,757,Private Employee,Wipro,25-04-2002,Male,Masters
1419,Reyansh Singh,917262553986,reyansh.singh725@gmail.com,1007,"78/49 Dutta Marg, Alwar-510462",1068675.375,693,Self Employed,Freelance Consultant,12-01-2001,Male,Diploma
1420,Nisha Ahluwalia,918299170669,nisha.ahluwalia417@gmail.com,1020,"65/68, Choudhary Path, Meerut-276729",536501.75,630,Private Employee,Infosys,03-05-2002,Female,Masters
1421,Jack Nagarajan,919157531770,jack.nagarajan728@outlook.com,1028,34/42 Deep Zila Barasat 502234,829561.5625,596,Self Employed,Freelance Consultant,07-02-2005,Male,Bachelors
1422,Yatin Shenoy,917374453435,yatin.shenoy191@hotmail.com,1010,H.No. 79 Devan Chowk Bhiwandi 070339,513382.6563,709,Private Employee,Accenture,20-11-2002,Male,Bachelors
1423,Ekalinga Chander,917358986267,ekalinga.chander230@gmail.com,1013,"23/37 Bhalla Street, Ratlam 676706",338335.4063,722,Private Employee,Infosys,05-02-1994,Male,Bachelors
1424,Indira Ray,919268996018,indira.ray729@gmail.com,1030,"63/01, Devi Zila Indore-848426",800998.75,759,Government Employee,DRDO,06-01-2001,Female,Bachelors
1425,Lajita Jani,919534413835,lajita.jani37@yahoo.com,1009,"79, Bajaj Marg Panvel-713605",623537.8125,715,Private Employee,Infosys,06-06-1997,Female,Masters
1426,Jonathan Mangal,918851294667,jonathan.mangal903@hotmail.com,1013,"H.No. 856, Ben Road, Maheshtala-495193",434811.5625,723,Self Employed,Freelance Consultant,18-07-1998,Male,Bachelors
1427,Ridhi Bedi,919418860540,ridhi.bedi95@gmail.com,1017,"H.No. 546, Soman Zila Bettiah 803889",1225272.375,714,Business Owner,Trading Company,03-12-2004,Female,Masters
1428,Anita Mangal,918069512961,anita.mangal279@outlook.com,1029,"H.No. 404, Bhatt Ganj, Machilipatnam 851353",460864.3125,578,Self Employed,Independent Contractor,11-01-1997,Female,Bachelors
1429,Charan Maharaj,918948978600,charan.maharaj356@yahoo.com,1002,H.No. 75 Tiwari Path Thiruvananthapuram-901685,1830275.25,695,Business Owner,Family Business,09-02-2000,Male,Masters
1430,Sai Manda,919843856837,sai.manda510@gmail.com,1026,"78, Banik Road, Narasaraopet-271698",408715.375,562,Self Employed,Self Employed,03-04-1995,Female,Masters
1431,Harsh Sule,919628741225,harsh.sule389@yahoo.com,1020,H.No. 158 Samra Marg Gorakhpur 997675,396253.5938,569,Private Employee,TCS,25-12-1998,Male,Bachelors
1432,Yoshita Jaggi,918704682806,yoshita.jaggi407@yahoo.com,1015,"17, Nagi Nagar Thoothukudi-534581",714680.75,822,Government Employee,ISRO,12-01-1993,Female,Bachelors
1433,Owen Sami,917038236041,owen.sami801@gmail.com,1025,"28/535 Kota Ganj, Ichalkaranji 662177",598378.75,663,Private Employee,Tech Solutions Ltd,15-12-1996,Male,Diploma
1434,Oliver Bassi,918744705112,oliver.bassi346@hotmail.com,1019,46/68 Joshi Chowk Panihati 285327,302200.9688,642,Government Employee,Railway Department,02-11-1997,Male,Bachelors
1435,Gaurav Srinivas,919116935732,gaurav.srinivas191@yahoo.com,1019,"83/45 Prabhakar Zila, Dehradun-285461",504569.7188,768,Private Employee,Microsoft,06-11-2002,Male,Diploma
1436,Jagdish Agrawal,919663765034,jagdish.agrawal788@gmail.com,1015,"H.No. 897, Anand Street, Rajahmundry-777711",1447815.375,825,Business Owner,Trading Company,18-06-2003,Male,Higher Secondary
1437,Zashil Master,917885586853,zashil.master561@hotmail.com,1017,786 Agarwal Ganj Bangalore-121024,1274808.125,762,Business Owner,Own Business,17-05-1996,Male,Bachelors
1438,Ekavir Hari,918336597851,ekavir.hari424@hotmail.com,1022,"30 Sule Path, Nandyal 961997",297252.875,621,Private Employee,IBM,18-04-1995,Male,Masters
1439,Darika Puri,917979187916,darika.puri109@hotmail.com,1006,"H.No. 66 Ray Chowk, Thane 833440",708031.375,607,Private Employee,Microsoft,04-05-2004,Female,Bachelors
1440,Abhiram Peri,917476346822,abhiram.peri768@outlook.com,1023,"H.No. 26, Hayre Path Kollam-219143",281203.5938,619,Private Employee,IBM,16-08-2002,Male,Masters
1441,Abha Shanker,917293955985,abha.shanker75@hotmail.com,1004,47/360 Natt Zila Dharmavaram 150101,697980.3125,675,Private Employee,Amazon,18-03-2000,Female,Bachelors
1442,Sneha Doshi,917095070274,sneha.doshi802@outlook.com,1027,"H.No. 802, Palla Marg, Bhilwara-597833",284930.6875,689,Private Employee,Microsoft,28-01-1999,Female,Bachelors
1443,Odika Mani,917994173722,odika.mani512@hotmail.com,1002,19 Chokshi Street Aurangabad-791463,1411549.5,713,Private Employee,Infosys,09-06-1999,Female,Higher Secondary
1444,Zayyan Sachdev,919433539121,zayyan.sachdev363@hotmail.com,1013,"32/031 Dewan Chowk, Bhusawal-282468",654987.5,748,Self Employed,Freelance Consultant,26-05-1996,Male,Bachelors
1445,Ojas Lalla,917643539917,ojas.lalla980@yahoo.com,1030,24/000 Bail Street Dhanbad-460519,835986.0625,680,Government Employee,DRDO,03-02-1993,Male,Bachelors
1446,Amaira Nigam,917891890226,amaira.nigam400@yahoo.com,1023,"716, Bhandari Ganj, Noida 636930",770029.875,703,Self Employed,Independent Contractor,05-11-1997,Female,Bachelors
1447,Chaitanya Bhardwaj,919596562557,chaitanya.bhardwaj588@gmail.com,1002,"08/99, Bhatti Ganj Saharsa 048028",1782200.375,680,Self Employed,Freelance Consultant,27-06-2002,Male,Masters
1448,Kala Nayak,917082723317,kala.nayak247@outlook.com,1002,"H.No. 89, Bedi Street, Dhanbad 376613",1187968.875,696,Private Employee,IBM,04-09-1993,Female,Masters
1449,Sathvik Ramesh,918420429762,sathvik.ramesh730@outlook.com,1020,"12/26, Bhavsar Circle Aurangabad-747053",259584.7188,737,Government Employee,ISRO,27-08-2004,Male,Bachelors
1450,Balhaar Chakrabarti,917363111628,balhaar.chakrabarti760@hotmail.com,1005,83/309 Tank Marg Mahbubnagar 984218,1254817,672,Private Employee,Microsoft,09-06-2002,Male,PhD
1451,David Morar,917287062296,david.morar664@hotmail.com,1005,37/65 Chawla Nagar Shivpuri-718776,1258934.125,880,Government Employee,State Government,06-06-2000,Male,Bachelors
1452,Edhitha Wali,919895486128,edhitha.wali121@hotmail.com,1023,688 Bakshi Path Sikar-762922,662498.3125,646,Private Employee,Accenture,26-11-2002,Female,Masters
1453,Simon Sankaran,917198354032,simon.sankaran55@gmail.com,1002,"80/93 Ranganathan Chowk, Tenali-228989",877486.25,841,Government Employee,Public Sector Bank,24-05-1999,Male,Bachelors
1454,Aadi Sheth,918028248023,aadi.sheth42@outlook.com,1003,"H.No. 98, Deshmukh Zila, Mau 772659",1136187.25,734,Government Employee,DRDO,23-11-1995,Male,Bachelors
1455,Yachana Rai,918345953602,yachana.rai731@outlook.com,1014,"38/58, Nadig Nagar, Srinagar 171657",1086923.125,809,Private Employee,Wipro,28-12-1994,Female,Masters
1456,Girindra Boase,919112877820,girindra.boase588@gmail.com,1029,51 Walia Circle Jodhpur-486005,1108081.5,692,Private Employee,Accenture,16-04-2003,Male,Bachelors
1457,Anthony Agrawal,919223300721,anthony.agrawal574@yahoo.com,1006,H.No. 92 Sekhon Circle Karnal-030293,1253157.125,623,Private Employee,Infosys,13-06-1999,Male,PhD
1458,Adya Dasgupta,919477585120,adya.dasgupta124@gmail.com,1029,"H.No. 01, Raman Circle Kumbakonam 290695",1449228.25,761,Self Employed,Freelance Consultant,17-11-1993,Female,Bachelors
1459,Falguni Golla,918035591540,falguni.golla62@hotmail.com,1013,"693, Babu Zila Gulbarga-073024",1161810.5,842,Private Employee,Microsoft,09-05-1999,Female,PhD
1460,Gabriel Rajan,919216977468,gabriel.rajan940@outlook.com,1022,"H.No. 97, Khare Path, Tumkur-571446",851818.875,780,Business Owner,Trading Company,28-05-2004,Male,Bachelors
1461,Raksha Reddy,917242691849,raksha.reddy481@gmail.com,1030,"H.No. 687 Pathak Ganj, Nizamabad-345146",258711.9688,658,Student,Internship,16-11-2004,Female,Bachelors
1462,Tanish Yadav,917132260281,tanish.yadav564@yahoo.com,1022,"34/83 Karnik Road, Motihari-267366",737484.625,710,Private Employee,Wipro,04-06-1995,Male,Bachelors
1463,Mason Vasa,917873031279,mason.vasa563@yahoo.com,1029,"077, Vohra Path, Kolkata 326983",920775.875,686,Private Employee,Microsoft,22-07-2002,Male,Bachelors
1464,Ladli Mital,917059579240,ladli.mital194@hotmail.com,1016,58/05 Mody Nagar Allahabad-092846,1266945.125,703,Self Employed,Self Employed,25-07-1997,Female,PhD
1465,Vincent Gandhi,918790635938,vincent.gandhi942@hotmail.com,1007,"34, Hayre Street Bhind 372954",699323.0625,726,Private Employee,Accenture,26-01-2000,Male,Bachelors
1466,Pooja Agrawal,918165310117,pooja.agrawal609@yahoo.com,1027,"H.No. 625, Panchal Circle Raichur-204502",687522.6875,704,Government Employee,ISRO,02-12-2005,Female,Masters
1467,Charvi Muni,918760274504,charvi.muni356@gmail.com,1023,127 Lanka Rajahmundry-953111,810020.3125,685,Government Employee,Public Sector Bank,10-12-2000,Female,Masters
1468,Ekta Khare,919568745829,ekta.khare523@yahoo.com,1014,"H.No. 26, Goyal Path, Bilaspur 866251",491362.5,649,Private Employee,Infosys,13-06-2005,Female,Bachelors
1469,Ati Viswanathan,917568554422,ati.viswanathan773@yahoo.com,1015,"838 Pall Path, Tiruvottiyur 460919",1213737.625,655,Private Employee,TCS,19-08-2000,Female,Bachelors
1470,Jack Naik,918098176489,jack.naik354@yahoo.com,1003,"45, Munshi Path Malda 627281",904080.0625,732,Private Employee,Microsoft,08-10-1999,Male,Higher Secondary
1471,Sarthak Shah,918107716823,sarthak.shah795@gmail.com,1023,"46, Dey Zila Ratlam-562641",1773493.25,767,Business Owner,Trading Company,20-01-1996,Male,Bachelors
1472,Harini Samra,917524723285,harini.samra129@outlook.com,1026,18/76 Atwal Street Khandwa 196303,457160.625,641,Private Employee,Accenture,17-07-1994,Female,Bachelors
1473,Om Borah,919579038243,om.borah954@yahoo.com,1005,"H.No. 450 Zacharia Path, Cuttack-731234",1068593.625,783,Private Employee,Accenture,26-12-1993,Male,Bachelors
1474,Jyoti Wali,919231817383,jyoti.wali237@hotmail.com,1016,51/42 Dhillon Nagar Narasaraopet 645028,661709.5,680,Private Employee,Wipro,09-04-1996,Female,Diploma
1475,Gagan Khanna,919025227794,gagan.khanna845@gmail.com,1025,"H.No. 27, Prabhakar Path Burhanpur 299115",462750.0625,542,Private Employee,TCS,06-11-2000,Male,Masters
1476,Mugdha Bajwa,918147176406,mugdha.bajwa203@yahoo.com,1025,"183 Kothari Road, Srikakulam 310297",512131.5,689,Private Employee,Accenture,07-11-1995,Female,Diploma
1477,Wyatt Dani,918576830014,wyatt.dani409@gmail.com,1012,H.No. 629 Sibal Zila Pali 173281,985783.625,756,Government Employee,State Government,21-02-2003,Male,Bachelors
1478,Unni Dhaliwal,919689935757,unni.dhaliwal381@gmail.com,1022,"87/392, Chaudhari Street Sikar 573767",240859.3438,647,Private Employee,Tech Solutions Ltd,01-11-2001,Female,Diploma
1479,Deepa Bala,919968513169,deepa.bala148@gmail.com,1007,"87/70, Master Chowk, Hindupur 530445",1058577.75,736,Government Employee,Railway Department,21-01-2001,Female,Bachelors
1480,Atharv Anne,918934033270,atharv.anne203@hotmail.com,1024,"683, Talwar Circle Kakinada-502958",338728.5625,692,Private Employee,Microsoft,22-10-2000,Male,Masters
1481,Sudiksha Sethi,919635431194,sudiksha.sethi933@hotmail.com,1006,"040, Jha, Vellore-541823",269958.375,509,Student,Internship,17-03-2004,Female,Masters
1482,Simon Tiwari,919498185474,simon.tiwari845@hotmail.com,1030,"H.No. 382, Gera Chowk Nashik 133460",261042.6719,638,Self Employed,Freelance Consultant,03-04-2003,Male,Masters
1483,Chandresh Mukherjee,919788938847,chandresh.mukherjee537@hotmail.com,1004,"H.No. 138, Gara Circle Noida-083168",859385.875,686,Private Employee,TCS,24-11-2003,Male,Bachelors
1484,Divya Roy,919914306375,divya.roy545@hotmail.com,1005,H.No. 389 Srinivas Zila Nadiad-789476,593976.3125,713,Private Employee,Accenture,16-05-1996,Female,Bachelors
1485,Warda Gour,917629798417,warda.gour878@hotmail.com,1023,"H.No. 521, Chaudhry Road Bhalswa Jahangir Pur 716348",514765.5,681,Business Owner,Family Business,03-10-2004,Female,Bachelors
1486,Qabil Bala,918780831544,qabil.bala234@outlook.com,1024,"370, Prabhu Circle, Bhubaneswar 944545",483735.875,563,Self Employed,Independent Contractor,19-06-1998,Male,Bachelors
1487,Ucchal Sodhi,918870371319,ucchal.sodhi798@outlook.com,1011,H.No. 56 Grewal Zila Haldia-137718,694124.0625,732,Government Employee,State Government,18-04-1993,Female,Bachelors
1488,Zashil Sagar,919008940144,zashil.sagar963@yahoo.com,1027,956 Desai Zila Eluru-830557,433772.6875,591,Private Employee,Amazon,07-08-2001,Male,Masters
1489,Hemang Shanker,917798380811,hemang.shanker175@yahoo.com,1023,"87/40, Dey Street Tumkur 144662",559950.3125,640,Private Employee,IBM,06-12-2003,Male,Diploma
1490,Yachana Samra,917531898944,yachana.samra35@gmail.com,1017,"H.No. 411, Saha Chowk Bihar Sharif-152483",497935.375,643,Government Employee,Railway Department,07-10-1997,Female,Masters
1491,Dayita Ranganathan,918775326177,dayita.ranganathan317@outlook.com,1030,"47, Krishna Nagar, Satara-896987",983853,749,Private Employee,Tech Solutions Ltd,24-12-1999,Female,Masters
1492,Advay Kalita,917250309011,advay.kalita806@gmail.com,1001,"H.No. 048, Sur Ganj, Rewa-159229",1339633,667,Private Employee,Accenture,17-08-2003,Male,Bachelors
1493,Deepa Ganesh,919108152074,deepa.ganesh835@yahoo.com,1001,"59, Mammen Ganj, Varanasi-062911",1389515.25,570,Self Employed,Independent Contractor,22-12-1997,Female,Bachelors
1494,Varsha Garde,919358376476,varsha.garde904@gmail.com,1006,"H.No. 71, Hans Circle Chandigarh-796075",3122620.25,841,Business Owner,Trading Company,09-05-2002,Female,Masters
1495,Vanya Vora,917821981505,vanya.vora454@outlook.com,1025,"H.No. 99 Bhandari Chowk, Nanded 171148",396522.2188,776,Private Employee,Tech Solutions Ltd,19-09-1995,Female,Bachelors
1496,Samarth Nayak,918369713895,samarth.nayak634@yahoo.com,1013,"18/98 Andra Zila, Solapur-356316",765287.0625,630,Self Employed,Independent Contractor,08-05-2000,Male,Bachelors
